"","GENEID","Alignment.x","Rank.x","baseMean.x","Alignment.y","Rank.y","baseMean.y","logMeanExpression","RankDiff","MeanRank","num.trans"
"375","ENSMUSG00000098112","STAR",657,6598.83627242262,"HISAT2",633,6253.7607200002,9.18252885548097,24,645,8
"376","ENSMUSG00000059482","STAR",688,272.604301834109,"HISAT2",664,262.411447002861,6.00094453304835,24,676,NA
"377","ENSMUSG00000057058","STAR",800,4485.24032200464,"HISAT2",776,4208.6060526088,8.79323933045354,24,788,NA
"378","ENSMUSG00000031246","STAR",877,3114.19020433763,"HISAT2",853,3068.02902993063,8.44423634216228,24,865,NA
"379","ENSMUSG00000096887","STAR",980,732.929767174894,"HISAT2",956,724.079472447493,6.99848179108526,24,968,1
"380","ENSMUSG00000030556","STAR",985,688.574727266048,"HISAT2",961,678.810619824489,6.93535102673929,24,973,NA
"381","ENSMUSG00000057230","STAR",1009,5850.24514584983,"HISAT2",985,5745.8903572395,9.0737403128894,24,997,NA
"382","ENSMUSG00000005102","STAR",1128,1349.17716938551,"HISAT2",1104,1286.31797368832,7.59706317703468,24,1116,NA
"383","ENSMUSG00000078853","STAR",1184,19414.5612958965,"HISAT2",1160,19192.8495714028,10.2754298676304,24,1172,3
"384","ENSMUSG00000062382","STAR",1212,8701.30504280643,"HISAT2",1188,5879.95023390892,9.36231269459904,24,1200,2
"385","ENSMUSG00000033916","STAR",1294,2107.62658156552,"HISAT2",1270,2062.64755475872,8.05164374242729,24,1282,6
"386","ENSMUSG00000036478","STAR",1314,9775.96805102978,"HISAT2",1290,9633.71395844573,9.58828525061798,24,1302,2
"387","ENSMUSG00000016534","STAR",1327,1524.86673999435,"HISAT2",1303,1488.79713059557,7.72721140403184,24,1315,NA
"388","ENSMUSG00000000184","STAR",1352,32580.6962111147,"HISAT2",1328,32115.4478024207,10.7921690348692,24,1340,NA
"389","ENSMUSG00000037321","STAR",1397,15171.3993678284,"HISAT2",1373,14475.9198406461,10.0172339759423,24,1385,NA
"390","ENSMUSG00000024858","STAR",1410,15417.1256251978,"HISAT2",1386,14942.7989488207,10.0383909766028,24,1398,NA
"391","ENSMUSG00000025328","STAR",322,56.1041102261813,"HISAT2",345,55.4315186406627,4.42867008614297,-23,333.5,2
